Origin,Dest,CancellationCode,origin_place,origin_lat,origin_long,dest_place,dest_lat,dest_long,date,flightName
LAS,OAK,Carrier,Las Vegas,36.080056,-115.15225,Oakland,37.721278,-122.220722,03/01/2008,WN 126
LAX,OAK,Carrier,Los Angeles,33.942536,-118.408075,Oakland,37.721278,-122.220722,03/01/2008,WN 1146
LAX,SFO,Carrier,Los Angeles,33.942536,-118.408075,San Francisco,37.618972,-122.374889,03/01/2008,WN 469
LAX,SFO,NAS,Los Angeles,33.942536,-118.408075,San Francisco,37.618972,-122.374889,03/01/2008,WN 618
LAX,SJC,Carrier,Los Angeles,33.942536,-118.408075,San Jose,37.3626,-121.929022,03/01/2008,WN 2528
MDW,BDL,Carrier,Chicago,41.785972,-87.752417,Windsor Locks,41.938889,-72.683222,03/01/2008,WN 437
MDW,BNA,Carrier,Chicago,41.785972,-87.752417,Nashville,36.124472,-86.678194,03/01/2008,WN 934
MDW,DTW,Carrier,Chicago,41.785972,-87.752417,Detroit,42.212444,-83.353389,03/01/2008,WN 3326
MDW,STL,Carrier,Chicago,41.785972,-87.752417,St. Louis,38.748697,-90.370028,03/01/2008,WN 1402
MDW,STL,Carrier,Chicago,41.785972,-87.752417,St. Louis,38.748697,-90.370028,03/01/2008,WN 2205
OAK,BUR,Carrier,Oakland,37.721278,-122.220722,Burbank,34.200667,-118.358667,03/01/2008,WN 1219
OAK,BUR,Carrier,Oakland,37.721278,-122.220722,Burbank,34.200667,-118.358667,03/01/2008,WN 2283
OAK,LAX,Carrier,Oakland,37.721278,-122.220722,Los Angeles,33.942536,-118.408075,03/01/2008,WN 495
OAK,LAX,Carrier,Oakland,37.721278,-122.220722,Los Angeles,33.942536,-118.408075,03/01/2008,WN 746
OAK,ONT,Carrier,Oakland,37.721278,-122.220722,Ontario,34.056,-117.601194,03/01/2008,WN 2109
OAK,SAN,Carrier,Oakland,37.721278,-122.220722,San Diego,32.733556,-117.189667,03/01/2008,WN 2525
OAK,SAN,Carrier,Oakland,37.721278,-122.220722,San Diego,32.733556,-117.189667,03/01/2008,WN 3586
OAK,SNA,Carrier,Oakland,37.721278,-122.220722,Santa Ana,33.675667,-117.868222,03/01/2008,WN 747
ONT,OAK,Carrier,Ontario,34.056,-117.601194,Oakland,37.721278,-122.220722,03/01/2008,WN 2196
PHX,LAS,Carrier,Phoenix,33.434278,-112.011583,Las Vegas,36.080056,-115.15225,03/01/2008,WN 1318
SAN,OAK,Carrier,San Diego,32.733556,-117.189667,Oakland,37.721278,-122.220722,03/01/2008,WN 809
SAN,OAK,Carrier,San Diego,32.733556,-117.189667,Oakland,37.721278,-122.220722,03/01/2008,WN 1314
SAN,OAK,Carrier,San Diego,32.733556,-117.189667,Oakland,37.721278,-122.220722,03/01/2008,WN 2612
SAN,PHX,NAS,San Diego,32.733556,-117.189667,Phoenix,33.434278,-112.011583,03/01/2008,WN 2092
SAT,DAL,Carrier,San Antonio,29.533694,-98.469778,Dallas,32.847111,-96.851778,03/01/2008,WN 146
SAT,HOU,Carrier,San Antonio,29.533694,-98.469778,Houston,29.645419,-95.278889,03/01/2008,WN 326
SFO,LAX,Carrier,San Francisco,37.618972,-122.374889,Los Angeles,33.942536,-118.408075,03/01/2008,WN 797
SFO,LAX,NAS,San Francisco,37.618972,-122.374889,Los Angeles,33.942536,-118.408075,03/01/2008,WN 801
SJC,BUR,Carrier,San Jose,37.3626,-121.929022,Burbank,34.200667,-118.358667,03/01/2008,WN 325
SJC,BUR,Carrier,San Jose,37.3626,-121.929022,Burbank,34.200667,-118.358667,03/01/2008,WN 363
SJC,LAX,Carrier,San Jose,37.3626,-121.929022,Los Angeles,33.942536,-118.408075,03/01/2008,WN 2441
SJC,SNA,Carrier,San Jose,37.3626,-121.929022,Santa Ana,33.675667,-117.868222,03/01/2008,WN 279
SMF,BUR,Carrier,Sacramento,38.695417,-121.590778,Burbank,34.200667,-118.358667,03/01/2008,WN 2457
SNA,OAK,Carrier,Santa Ana,33.675667,-117.868222,Oakland,37.721278,-122.220722,03/01/2008,WN 366
SNA,SJC,Carrier,Santa Ana,33.675667,-117.868222,San Jose,37.3626,-121.929022,03/01/2008,WN 2209
STL,MDW,Carrier,St. Louis,38.748697,-90.370028,Chicago,41.785972,-87.752417,03/01/2008,WN 387
STL,MDW,Carrier,St. Louis,38.748697,-90.370028,Chicago,41.785972,-87.752417,03/01/2008,WN 744
STL,MDW,Carrier,St. Louis,38.748697,-90.370028,Chicago,41.785972,-87.752417,03/01/2008,WN 1489
BUR,OAK,Carrier,Burbank,34.200667,-118.358667,Oakland,37.721278,-122.220722,04/01/2008,WN 2613
BUR,OAK,Carrier,Burbank,34.200667,-118.358667,Oakland,37.721278,-122.220722,04/01/2008,WN 3668
BUR,SMF,Weather,Burbank,34.200667,-118.358667,Sacramento,38.695417,-121.590778,04/01/2008,WN 1408
BUR,SMF,Carrier,Burbank,34.200667,-118.358667,Sacramento,38.695417,-121.590778,04/01/2008,WN 3681
DAL,HOU,Carrier,Dallas,32.847111,-96.851778,Houston,29.645419,-95.278889,04/01/2008,WN 15
DAL,SAT,Carrier,Dallas,32.847111,-96.851778,San Antonio,29.533694,-98.469778,04/01/2008,WN 3591
DTW,MDW,Carrier,Detroit,42.212444,-83.353389,Chicago,41.785972,-87.752417,04/01/2008,WN 1654
HOU,DAL,Carrier,Houston,29.645419,-95.278889,Dallas,32.847111,-96.851778,04/01/2008,WN 26
LAS,OAK,Carrier,Las Vegas,36.080056,-115.15225,Oakland,37.721278,-122.220722,04/01/2008,WN 126
LAS,RNO,Weather,Las Vegas,36.080056,-115.15225,Reno,39.499108,-119.768108,04/01/2008,WN 675
LAS,SFO,Weather,Las Vegas,36.080056,-115.15225,San Francisco,37.618972,-122.374889,04/01/2008,WN 619
LAS,SFO,NAS,Las Vegas,36.080056,-115.15225,San Francisco,37.618972,-122.374889,04/01/2008,WN 2788
LAX,PHX,Carrier,Los Angeles,33.942536,-118.408075,Phoenix,33.434278,-112.011583,04/01/2008,WN 314
LAX,RNO,Weather,Los Angeles,33.942536,-118.408075,Reno,39.499108,-119.768108,04/01/2008,WN 225
LAX,SFO,Weather,Los Angeles,33.942536,-118.408075,San Francisco,37.618972,-122.374889,04/01/2008,WN 469
LAX,SFO,Carrier,Los Angeles,33.942536,-118.408075,San Francisco,37.618972,-122.374889,04/01/2008,WN 656
LAX,SFO,Weather,Los Angeles,33.942536,-118.408075,San Francisco,37.618972,-122.374889,04/01/2008,WN 776
LAX,SJC,Carrier,Los Angeles,33.942536,-118.408075,San Jose,37.3626,-121.929022,04/01/2008,WN 232
LAX,SJC,Carrier,Los Angeles,33.942536,-118.408075,San Jose,37.3626,-121.929022,04/01/2008,WN 1764
LAX,SMF,Weather,Los Angeles,33.942536,-118.408075,Sacramento,38.695417,-121.590778,04/01/2008,WN 1486
MCI,MDW,Carrier,Kansas City,39.297606,-94.713905,Chicago,41.785972,-87.752417,04/01/2008,WN 772
MDW,DTW,Carrier,Chicago,41.785972,-87.752417,Detroit,42.212444,-83.353389,04/01/2008,WN 1567
MDW,MCI,Carrier,Chicago,41.785972,-87.752417,Kansas City,39.297606,-94.713905,04/01/2008,WN 951
MDW,STL,Carrier,Chicago,41.785972,-87.752417,St. Louis,38.748697,-90.370028,04/01/2008,WN 631
MDW,STL,Carrier,Chicago,41.785972,-87.752417,St. Louis,38.748697,-90.370028,04/01/2008,WN 952
OAK,BUR,Carrier,Oakland,37.721278,-122.220722,Burbank,34.200667,-118.358667,04/01/2008,WN 2459
OAK,BUR,Weather,Oakland,37.721278,-122.220722,Burbank,34.200667,-118.358667,04/01/2008,WN 2614
OAK,BUR,Carrier,Oakland,37.721278,-122.220722,Burbank,34.200667,-118.358667,04/01/2008,WN 3581
OAK,LAX,Carrier,Oakland,37.721278,-122.220722,Los Angeles,33.942536,-118.408075,04/01/2008,WN 75
OAK,LAX,Carrier,Oakland,37.721278,-122.220722,Los Angeles,33.942536,-118.408075,04/01/2008,WN 367
OAK,SAN,Carrier,Oakland,37.721278,-122.220722,San Diego,32.733556,-117.189667,04/01/2008,WN 612
OAK,SNA,Carrier,Oakland,37.721278,-122.220722,Santa Ana,33.675667,-117.868222,04/01/2008,WN 747
ONT,PHX,Carrier,Ontario,34.056,-117.601194,Phoenix,33.434278,-112.011583,04/01/2008,WN 627
ONT,SMF,Carrier,Ontario,34.056,-117.601194,Sacramento,38.695417,-121.590778,04/01/2008,WN 2901
ONT,SMF,Weather,Ontario,34.056,-117.601194,Sacramento,38.695417,-121.590778,04/01/2008,WN 3602
PHL,PIT,Carrier,Philadelphia,39.871944,-75.241139,Pittsburgh,40.491467,-80.232872,04/01/2008,WN 1574
PHL,PVD,Carrier,Philadelphia,39.871944,-75.241139,Providence,41.732581,-71.420383,04/01/2008,WN 1236
PHX,BUR,Carrier,Phoenix,33.434278,-112.011583,Burbank,34.200667,-118.358667,04/01/2008,WN 3681
PHX,LAX,Carrier,Phoenix,33.434278,-112.011583,Los Angeles,33.942536,-118.408075,04/01/2008,WN 232
PHX,SMF,Weather,Phoenix,33.434278,-112.011583,Sacramento,38.695417,-121.590778,04/01/2008,WN 207
PIT,PHL,Carrier,Pittsburgh,40.491467,-80.232872,Philadelphia,39.871944,-75.241139,04/01/2008,WN 2964
PVD,PHL,Carrier,Providence,41.732581,-71.420383,Philadelphia,39.871944,-75.241139,04/01/2008,WN 1410
RNO,BOI,Weather,Reno,39.499108,-119.768108,Boise,43.564361,-116.222861,04/01/2008,WN 239
RNO,LAS,Weather,Reno,39.499108,-119.768108,Las Vegas,36.080056,-115.15225,04/01/2008,WN 708
RNO,LAS,Weather,Reno,39.499108,-119.768108,Las Vegas,36.080056,-115.15225,04/01/2008,WN 1072
RNO,LAS,Weather,Reno,39.499108,-119.768108,Las Vegas,36.080056,-115.15225,04/01/2008,WN 1403
RNO,LAX,Weather,Reno,39.499108,-119.768108,Los Angeles,33.942536,-118.408075,04/01/2008,WN 520
RNO,OAK,Weather,Reno,39.499108,-119.768108,Oakland,37.721278,-122.220722,04/01/2008,WN 2732
RNO,PDX,Weather,Reno,39.499108,-119.768108,Portland,45.588722,-122.5975,04/01/2008,WN 1511
RNO,SAN,Weather,Reno,39.499108,-119.768108,San Diego,32.733556,-117.189667,04/01/2008,WN 3513
RNO,SJC,Weather,Reno,39.499108,-119.768108,San Jose,37.3626,-121.929022,04/01/2008,WN 298
SAN,OAK,Carrier,San Diego,32.733556,-117.189667,Oakland,37.721278,-122.220722,04/01/2008,WN 3503
SAN,SMF,Weather,San Diego,32.733556,-117.189667,Sacramento,38.695417,-121.590778,04/01/2008,WN 1069
SAT,DAL,Carrier,San Antonio,29.533694,-98.469778,Dallas,32.847111,-96.851778,04/01/2008,WN 130
SFO,LAS,Weather,San Francisco,37.618972,-122.374889,Las Vegas,36.080056,-115.15225,04/01/2008,WN 706
SFO,LAS,NAS,San Francisco,37.618972,-122.374889,Las Vegas,36.080056,-115.15225,04/01/2008,WN 2875
SFO,LAX,Weather,San Francisco,37.618972,-122.374889,Los Angeles,33.942536,-118.408075,04/01/2008,WN 553
SFO,LAX,Carrier,San Francisco,37.618972,-122.374889,Los Angeles,33.942536,-118.408075,04/01/2008,WN 750
SFO,LAX,Weather,San Francisco,37.618972,-122.374889,Los Angeles,33.942536,-118.408075,04/01/2008,WN 797
SJC,LAX,Carrier,San Jose,37.3626,-121.929022,Los Angeles,33.942536,-118.408075,04/01/2008,WN 1044
SJC,ONT,Carrier,San Jose,37.3626,-121.929022,Ontario,34.056,-117.601194,04/01/2008,WN 1276
SJC,RNO,Weather,San Jose,37.3626,-121.929022,Reno,39.499108,-119.768108,04/01/2008,WN 2645
SMF,BUR,Weather,Sacramento,38.695417,-121.590778,Burbank,34.200667,-118.358667,04/01/2008,WN 1573
SMF,LAS,Weather,Sacramento,38.695417,-121.590778,Las Vegas,36.080056,-115.15225,04/01/2008,WN 157
SMF,LAX,Weather,Sacramento,38.695417,-121.590778,Los Angeles,33.942536,-118.408075,04/01/2008,WN 1668
SMF,ONT,Weather,Sacramento,38.695417,-121.590778,Ontario,34.056,-117.601194,04/01/2008,WN 498
SMF,ONT,Carrier,Sacramento,38.695417,-121.590778,Ontario,34.056,-117.601194,04/01/2008,WN 627
SMF,ONT,Weather,Sacramento,38.695417,-121.590778,Ontario,34.056,-117.601194,04/01/2008,WN 1495
SMF,ONT,Weather,Sacramento,38.695417,-121.590778,Ontario,34.056,-117.601194,04/01/2008,WN 3515
SMF,PDX,Weather,Sacramento,38.695417,-121.590778,Portland,45.588722,-122.5975,04/01/2008,WN 350
SMF,PHX,Weather,Sacramento,38.695417,-121.590778,Phoenix,33.434278,-112.011583,04/01/2008,WN 873
SMF,PHX,Weather,Sacramento,38.695417,-121.590778,Phoenix,33.434278,-112.011583,04/01/2008,WN 1946
SMF,PHX,Carrier,Sacramento,38.695417,-121.590778,Phoenix,33.434278,-112.011583,04/01/2008,WN 2039
SMF,SAN,Weather,Sacramento,38.695417,-121.590778,San Diego,32.733556,-117.189667,04/01/2008,WN 378
SMF,SAN,Weather,Sacramento,38.695417,-121.590778,San Diego,32.733556,-117.189667,04/01/2008,WN 764
SMF,SNA,Carrier,Sacramento,38.695417,-121.590778,Santa Ana,33.675667,-117.868222,04/01/2008,WN 265
SNA,SJC,Carrier,Santa Ana,33.675667,-117.868222,San Jose,37.3626,-121.929022,04/01/2008,WN 352
SNA,SJC,Carrier,Santa Ana,33.675667,-117.868222,San Jose,37.3626,-121.929022,04/01/2008,WN 2209
SNA,SMF,Weather,Santa Ana,33.675667,-117.868222,Sacramento,38.695417,-121.590778,04/01/2008,WN 659
STL,MDW,Carrier,St. Louis,38.748697,-90.370028,Chicago,41.785972,-87.752417,04/01/2008,WN 744
STL,MDW,Carrier,St. Louis,38.748697,-90.370028,Chicago,41.785972,-87.752417,04/01/2008,WN 3757
BUR,OAK,Carrier,Burbank,34.200667,-118.358667,Oakland,37.721278,-122.220722,05/01/2008,WN 850
BUR,OAK,Carrier,Burbank,34.200667,-118.358667,Oakland,37.721278,-122.220722,05/01/2008,WN 1339
BUR,PHX,Carrier,Burbank,34.200667,-118.358667,Phoenix,33.434278,-112.011583,05/01/2008,WN 940
DAL,SAT,Weather,Dallas,32.847111,-96.851778,San Antonio,29.533694,-98.469778,05/01/2008,WN 110
HOU,SAT,Weather,Houston,29.645419,-95.278889,San Antonio,29.533694,-98.469778,05/01/2008,WN 626
LAS,RNO,Weather,Las Vegas,36.080056,-115.15225,Reno,39.499108,-119.768108,05/01/2008,WN 3430
LAX,OAK,Carrier,Los Angeles,33.942536,-118.408075,Oakland,37.721278,-122.220722,05/01/2008,WN 1135
LAX,PHX,Carrier,Los Angeles,33.942536,-118.408075,Phoenix,33.434278,-112.011583,05/01/2008,WN 109
LAX,SFO,NAS,Los Angeles,33.942536,-118.408075,San Francisco,37.618972,-122.374889,05/01/2008,WN 680
LAX,SJC,Carrier,Los Angeles,33.942536,-118.408075,San Jose,37.3626,-121.929022,05/01/2008,WN 173
LAX,SMF,Carrier,Los Angeles,33.942536,-118.408075,Sacramento,38.695417,-121.590778,05/01/2008,WN 1015
OAK,BUR,Carrier,Oakland,37.721278,-122.220722,Burbank,34.200667,-118.358667,05/01/2008,WN 346
OAK,BUR,Carrier,Oakland,37.721278,-122.220722,Burbank,34.200667,-118.358667,05/01/2008,WN 2550
OAK,LAX,Carrier,Oakland,37.721278,-122.220722,Los Angeles,33.942536,-118.408075,05/01/2008,WN 925
OAK,ONT,Carrier,Oakland,37.721278,-122.220722,Ontario,34.056,-117.601194,05/01/2008,WN 898
OAK,RNO,Weather,Oakland,37.721278,-122.220722,Reno,39.499108,-119.768108,05/01/2008,WN 662
OAK,RNO,Weather,Oakland,37.721278,-122.220722,Reno,39.499108,-119.768108,05/01/2008,WN 3502
ONT,PHX,Carrier,Ontario,34.056,-117.601194,Phoenix,33.434278,-112.011583,05/01/2008,WN 686
PHX,LAX,Carrier,Phoenix,33.434278,-112.011583,Los Angeles,33.942536,-118.408075,05/01/2008,WN 2812
PHX,LAX,Carrier,Phoenix,33.434278,-112.011583,Los Angeles,33.942536,-118.408075,05/01/2008,WN 3936
RNO,BOI,Weather,Reno,39.499108,-119.768108,Boise,43.564361,-116.222861,05/01/2008,WN 3589
RNO,LAS,Weather,Reno,39.499108,-119.768108,Las Vegas,36.080056,-115.15225,05/01/2008,WN 637
RNO,LAS,Weather,Reno,39.499108,-119.768108,Las Vegas,36.080056,-115.15225,05/01/2008,WN 3517
RNO,OAK,Weather,Reno,39.499108,-119.768108,Oakland,37.721278,-122.220722,05/01/2008,WN 2719
RNO,PDX,Weather,Reno,39.499108,-119.768108,Portland,45.588722,-122.5975,05/01/2008,WN 2360
RNO,SAN,Weather,Reno,39.499108,-119.768108,San Diego,32.733556,-117.189667,05/01/2008,WN 3513
RNO,SEA,Weather,Reno,39.499108,-119.768108,Seattle,47.449,-122.309306,05/01/2008,WN 185
RNO,SJC,Weather,Reno,39.499108,-119.768108,San Jose,37.3626,-121.929022,05/01/2008,WN 1276
SAN,SFO,Carrier,San Diego,32.733556,-117.189667,San Francisco,37.618972,-122.374889,05/01/2008,WN 413
SAT,DAL,Weather,San Antonio,29.533694,-98.469778,Dallas,32.847111,-96.851778,05/01/2008,WN 146
SAT,HOU,Weather,San Antonio,29.533694,-98.469778,Houston,29.645419,-95.278889,05/01/2008,WN 713
SFO,LAX,NAS,San Francisco,37.618972,-122.374889,Los Angeles,33.942536,-118.408075,05/01/2008,WN 750
SFO,SAN,Carrier,San Francisco,37.618972,-122.374889,San Diego,32.733556,-117.189667,05/01/2008,WN 3662
SJC,LAX,Carrier,San Jose,37.3626,-121.929022,Los Angeles,33.942536,-118.408075,05/01/2008,WN 2633
SMF,BUR,Carrier,Sacramento,38.695417,-121.590778,Burbank,34.200667,-118.358667,05/01/2008,WN 474
ABQ,LAS,Carrier,Albuquerque,35.0402222,-106.6091944,Las Vegas,36.080056,-115.15225,06/01/2008,WN 2874
BUR,OAK,Carrier,Burbank,34.200667,-118.358667,Oakland,37.721278,-122.220722,06/01/2008,WN 1398
BUR,PHX,Carrier,Burbank,34.200667,-118.358667,Phoenix,33.434278,-112.011583,06/01/2008,WN 940
DAL,HOU,Carrier,Dallas,32.847111,-96.851778,Houston,29.645419,-95.278889,06/01/2008,WN 11
LAS,PHX,Carrier,Las Vegas,36.080056,-115.15225,Phoenix,33.434278,-112.011583,06/01/2008,WN 287
LAS,PHX,Carrier,Las Vegas,36.080056,-115.15225,Phoenix,33.434278,-112.011583,06/01/2008,WN 668
LAS,PHX,Carrier,Las Vegas,36.080056,-115.15225,Phoenix,33.434278,-112.011583,06/01/2008,WN 1682
LAS,SJC,Carrier,Las Vegas,36.080056,-115.15225,San Jose,37.3626,-121.929022,06/01/2008,WN 681
LAX,MCI,Carrier,Los Angeles,33.942536,-118.408075,Kansas City,39.297606,-94.713905,06/01/2008,WN 3495
MCI,DAL,Carrier,Kansas City,39.297606,-94.713905,Dallas,32.847111,-96.851778,06/01/2008,WN 11
MDW,STL,Carrier,Chicago,41.785972,-87.752417,St. Louis,38.748697,-90.370028,06/01/2008,WN 952
OAK,LAX,Carrier,Oakland,37.721278,-122.220722,Los Angeles,33.942536,-118.408075,06/01/2008,WN 367
OAK,LAX,Carrier,Oakland,37.721278,-122.220722,Los Angeles,33.942536,-118.408075,06/01/2008,WN 1485
OMA,MDW,Carrier,Omaha,41.303167,-95.894069,Chicago,41.785972,-87.752417,06/01/2008,WN 1153
PHX,ABQ,Carrier,Phoenix,33.434278,-112.011583,Albuquerque,35.0402222,-106.6091944,06/01/2008,WN 2787
PHX,LAS,Carrier,Phoenix,33.434278,-112.011583,Las Vegas,36.080056,-115.15225,06/01/2008,WN 619
PHX,LAS,Carrier,Phoenix,33.434278,-112.011583,Las Vegas,36.080056,-115.15225,06/01/2008,WN 774
PHX,LAS,Carrier,Phoenix,33.434278,-112.011583,Las Vegas,36.080056,-115.15225,06/01/2008,WN 1245
SJC,BUR,Carrier,San Jose,37.3626,-121.929022,Burbank,34.200667,-118.358667,06/01/2008,WN 1776
STL,MDW,Carrier,St. Louis,38.748697,-90.370028,Chicago,41.785972,-87.752417,06/01/2008,WN 744
ABQ,OAK,Carrier,Albuquerque,35.0402222,-106.6091944,Oakland,37.721278,-122.220722,07/01/2008,WN 912
BNA,MDW,Carrier,Nashville,36.124472,-86.678194,Chicago,41.785972,-87.752417,07/01/2008,WN 941
BUR,OAK,Carrier,Burbank,34.200667,-118.358667,Oakland,37.721278,-122.220722,07/01/2008,WN 1398
BUR,PHX,Carrier,Burbank,34.200667,-118.358667,Phoenix,33.434278,-112.011583,07/01/2008,WN 2614
BUR,SMF,Carrier,Burbank,34.200667,-118.358667,Sacramento,38.695417,-121.590778,07/01/2008,WN 148
BUR,SMF,Carrier,Burbank,34.200667,-118.358667,Sacramento,38.695417,-121.590778,07/01/2008,WN 2699
CLE,MDW,Weather,Cleveland,41.411689,-81.849794,Chicago,41.785972,-87.752417,07/01/2008,WN 3840
CMH,BWI,Carrier,Columbus,39.997972,-82.891889,Baltimore,39.175361,-76.668333,07/01/2008,WN 2474
DAL,HOU,Carrier,Dallas,32.847111,-96.851778,Houston,29.645419,-95.278889,07/01/2008,WN 31
HOU,DAL,Carrier,Houston,29.645419,-95.278889,Dallas,32.847111,-96.851778,07/01/2008,WN 26
HOU,SAT,Carrier,Houston,29.645419,-95.278889,San Antonio,29.533694,-98.469778,07/01/2008,WN 2436
LAS,MDW,Carrier,Las Vegas,36.080056,-115.15225,Chicago,41.785972,-87.752417,07/01/2008,WN 227
LAS,MDW,Carrier,Las Vegas,36.080056,-115.15225,Chicago,41.785972,-87.752417,07/01/2008,WN 1865
LAS,MDW,Carrier,Las Vegas,36.080056,-115.15225,Chicago,41.785972,-87.752417,07/01/2008,WN 2025
LAS,PHX,NAS,Las Vegas,36.080056,-115.15225,Phoenix,33.434278,-112.011583,07/01/2008,WN 752
LAX,SFO,NAS,Los Angeles,33.942536,-118.408075,San Francisco,37.618972,-122.374889,07/01/2008,WN 469
LAX,SJC,Carrier,Los Angeles,33.942536,-118.408075,San Jose,37.3626,-121.929022,07/01/2008,WN 173
MCI,MDW,Carrier,Kansas City,39.297606,-94.713905,Chicago,41.785972,-87.752417,07/01/2008,WN 772
MDW,BNA,Carrier,Chicago,41.785972,-87.752417,Nashville,36.124472,-86.678194,07/01/2008,WN 934
MDW,CLE,Weather,Chicago,41.785972,-87.752417,Cleveland,41.411689,-81.849794,07/01/2008,WN 30
MDW,CMH,Weather,Chicago,41.785972,-87.752417,Columbus,39.997972,-82.891889,07/01/2008,WN 154
MDW,LAS,Carrier,Chicago,41.785972,-87.752417,Las Vegas,36.080056,-115.15225,07/01/2008,WN 556
MDW,LAS,Carrier,Chicago,41.785972,-87.752417,Las Vegas,36.080056,-115.15225,07/01/2008,WN 891
MDW,LAS,Carrier,Chicago,41.785972,-87.752417,Las Vegas,36.080056,-115.15225,07/01/2008,WN 1422
MDW,MCI,Carrier,Chicago,41.785972,-87.752417,Kansas City,39.297606,-94.713905,07/01/2008,WN 951
MDW,STL,Weather,Chicago,41.785972,-87.752417,St. Louis,38.748697,-90.370028,07/01/2008,WN 166
MDW,STL,Carrier,Chicago,41.785972,-87.752417,St. Louis,38.748697,-90.370028,07/01/2008,WN 952
OAK,BUR,Carrier,Oakland,37.721278,-122.220722,Burbank,34.200667,-118.358667,07/01/2008,WN 1171
OAK,BUR,Carrier,Oakland,37.721278,-122.220722,Burbank,34.200667,-118.358667,07/01/2008,WN 1311
OAK,SAN,NAS,Oakland,37.721278,-122.220722,San Diego,32.733556,-117.189667,07/01/2008,WN 639
OAK,SAN,Carrier,Oakland,37.721278,-122.220722,San Diego,32.733556,-117.189667,07/01/2008,WN 828
ONT,OAK,Carrier,Ontario,34.056,-117.601194,Oakland,37.721278,-122.220722,07/01/2008,WN 403
ONT,PHX,Carrier,Ontario,34.056,-117.601194,Phoenix,33.434278,-112.011583,07/01/2008,WN 3854
PHL,MCO,Carrier,Philadelphia,39.871944,-75.241139,Orlando,28.429394,-81.308994,07/01/2008,WN 2995
PHL,MDW,Carrier,Philadelphia,39.871944,-75.241139,Chicago,41.785972,-87.752417,07/01/2008,WN 201
PHL,PVD,Carrier,Philadelphia,39.871944,-75.241139,Providence,41.732581,-71.420383,07/01/2008,WN 1236
PHX,ABQ,Carrier,Phoenix,33.434278,-112.011583,Albuquerque,35.0402222,-106.6091944,07/01/2008,WN 2614
PHX,LAS,NAS,Phoenix,33.434278,-112.011583,Las Vegas,36.080056,-115.15225,07/01/2008,WN 538
PHX,ONT,Carrier,Phoenix,33.434278,-112.011583,Ontario,34.056,-117.601194,07/01/2008,WN 3767
PHX,SAN,Carrier,Phoenix,33.434278,-112.011583,San Diego,32.733556,-117.189667,07/01/2008,WN 1069
PVD,PHL,Carrier,Providence,41.732581,-71.420383,Philadelphia,39.871944,-75.241139,07/01/2008,WN 1410
SAN,OAK,NAS,San Diego,32.733556,-117.189667,Oakland,37.721278,-122.220722,07/01/2008,WN 3679
SAN,SMF,Carrier,San Diego,32.733556,-117.189667,Sacramento,38.695417,-121.590778,07/01/2008,WN 372
SAN,SMF,Carrier,San Diego,32.733556,-117.189667,Sacramento,38.695417,-121.590778,07/01/2008,WN 1069
SAT,HOU,Carrier,San Antonio,29.533694,-98.469778,Houston,29.645419,-95.278889,07/01/2008,WN 2174
SFO,LAX,NAS,San Francisco,37.618972,-122.374889,Los Angeles,33.942536,-118.408075,07/01/2008,WN 553
SJC,SNA,Carrier,San Jose,37.3626,-121.929022,Santa Ana,33.675667,-117.868222,07/01/2008,WN 2648
SMF,BUR,Carrier,Sacramento,38.695417,-121.590778,Burbank,34.200667,-118.358667,07/01/2008,WN 740
SMF,BUR,Carrier,Sacramento,38.695417,-121.590778,Burbank,34.200667,-118.358667,07/01/2008,WN 1120
SMF,LAX,Carrier,Sacramento,38.695417,-121.590778,Los Angeles,33.942536,-118.408075,07/01/2008,WN 73
SMF,ONT,Carrier,Sacramento,38.695417,-121.590778,Ontario,34.056,-117.601194,07/01/2008,WN 1495
SMF,PHX,Carrier,Sacramento,38.695417,-121.590778,Phoenix,33.434278,-112.011583,07/01/2008,WN 517
SNA,OAK,Carrier,Santa Ana,33.675667,-117.868222,Oakland,37.721278,-122.220722,07/01/2008,WN 2735
STL,MDW,Carrier,St. Louis,38.748697,-90.370028,Chicago,41.785972,-87.752417,07/01/2008,WN 744
TPA,PHL,Carrier,Tampa,27.975472,-82.53325,Philadelphia,39.871944,-75.241139,07/01/2008,WN 2908
ABQ,DEN,Carrier,Albuquerque,35.0402222,-106.6091944,Denver,39.861656,-104.673178,08/01/2008,WN 294
AMA,DAL,Carrier,Amarillo,35.219369,-101.705931,Dallas,32.847111,-96.851778,08/01/2008,WN 1079
BUR,PHX,Carrier,Burbank,34.200667,-118.358667,Phoenix,33.434278,-112.011583,08/01/2008,WN 320
BWI,HOU,Carrier,Baltimore,39.175361,-76.668333,Houston,29.645419,-95.278889,08/01/2008,WN 16
DAL,HOU,Carrier,Dallas,32.847111,-96.851778,Houston,29.645419,-95.278889,08/01/2008,WN 25
DAL,HOU,Carrier,Dallas,32.847111,-96.851778,Houston,29.645419,-95.278889,08/01/2008,WN 31
DAL,HOU,Carrier,Dallas,32.847111,-96.851778,Houston,29.645419,-95.278889,08/01/2008,WN 57
DEN,PHX,Carrier,Denver,39.861656,-104.673178,Phoenix,33.434278,-112.011583,08/01/2008,WN 381
HOU,DAL,Carrier,Houston,29.645419,-95.278889,Dallas,32.847111,-96.851778,08/01/2008,WN 28
HOU,DAL,Carrier,Houston,29.645419,-95.278889,Dallas,32.847111,-96.851778,08/01/2008,WN 34
